TRADENAME,ADDRESS,LICENCETYPES,COMDISTNM,JOBSTATUSDESC,JOBCREATED,longitude,latitude,location,Count,, 
BENTO,10505 SOUTHPORT RD SW,FOOD SERVICE - PREMISES (NO SEATING),SOUTHWOOD,RENEWAL LICENSED,06/03/2010 12:00:00 AM,-114.07441133324,50.9618425679987,"(50.9618425679987, -114.07441133324)",1,,
NEW YORK FRIES,#4FC 100 ANDERSON RD SE,FOOD SERVICE - PREMISES (NO SEATING),WILLOW PARK,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.066230364441,50.9526117047302,"(50.9526117047302, -114.066230364441)",1,,
AFC SUSHI BAR,#125 8888 COUNTRY HILLS BV NW,FOOD SERVICE - PREMISES (NO SEATING),ROYAL VISTA,RENEWAL LICENSED,12/05/2014 12:00:00 AM,-114.212955726132,51.1510798481622,"(51.1510798481622, -114.212955726132)",1,,
SUNNYSIDE MARKET,#10 338 10 ST NW,FOOD SERVICE - PREMISES (NO SEATING),SUNNYSIDE,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.085501171772,51.055373683033,"(51.055373683033, -114.085501171772)",1,,
TWISTED CAFE,7000 48 ST SE,FOOD SERVICE - PREMISES (NO SEATING),FOOTHILLS,RENEWAL LICENSED,01/22/2013 12:00:00 AM,-113.961169784816,50.9924109666832,"(50.9924109666832, -113.961169784816)",1,,
SKYLINE DELI,#209 555 SADDLEDOME RI SE,FOOD SERVICE - PREMISES (NO SEATING),BELTLINE,RENEWAL LICENSED,10/30/2003 12:00:00 AM,-114.051949120974,51.0374313688625,"(51.0374313688625, -114.051949120974)",1,,
SUBWAY SANDWICHES & SALADS #23021,#22C 1200 37 ST SW,FOOD SERVICE - PREMISES (NO SEATING),ROSSCARROCK,RENEWAL LICENSED,08/23/2000 12:00:00 AM,-114.139783334929,51.0422406294626,"(51.0422406294626, -114.139783334929)",1,,
PIZZA 73,7527 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),KINGSLAND,RENEWAL LICENSED,08/01/1997 12:00:00 AM,-114.072435122083,50.9862649126075,"(50.9862649126075, -114.072435122083)",1,,
JUGO JUICE,#210 400 4 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,LICENSED,04/28/2016 12:00:00 AM,-114.070837794461,51.0500466795193,"(51.0500466795193, -114.070837794461)",1,,
BUN KING BAKERY & DELI,#6 390 NORTHMOUNT DR NW,FOOD SERVICE - PREMISES (NO SEATING),HIGHWOOD,RENEWAL LICENSED,06/19/1997 12:00:00 AM,-114.079363396777,51.0933845575079,"(51.0933845575079, -114.079363396777)",1,,
SUNSHINE FOOD EXPRESS,#6 3715 61 AV SE,FOOD SERVICE - PREMISES (NO SEATING),FOOTHILLS,LICENSED,11/01/2016 12:00:00 AM,-113.979698490308,50.9986293232055,"(50.9986293232055, -113.979698490308)",1,,
A & W - #1531 (CALGARY AIRPORT),#8001K 2000D AIRPORT RD NE,FOOD SERVICE - PREMISES (NO SEATING),CALGARY INTERNATIONAL AIRPORT,RENEWAL LICENSED,01/08/2008 12:00:00 AM,-114.006647468536,51.1289921492459,"(51.1289921492459, -114.006647468536)",1,,
EDO JAPAN,#1FC 100 ANDERSON RD SE,FOOD SERVICE - PREMISES (NO SEATING),WILLOW PARK,RENEWAL LICENSED,10/01/2015 12:00:00 AM,-114.066230364441,50.9526117047302,"(50.9526117047302, -114.066230364441)",1,,
PANGAEA PIZZA,#4 920 NORTHMOUNT DR NW,FOOD SERVICE - PREMISES (NO SEATING),COLLINGWOOD,LICENSED,06/08/2016 12:00:00 AM,-114.103646358556,51.0866979764966,"(51.0866979764966, -114.103646358556)",1,,
SILJANS CRISPY CUP,#A 23 SKYLINE CR NE,FOOD SERVICE - PREMISES (NO SEATING),SKYLINE WEST,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.045974827108,51.0984255136283,"(51.0984255136283, -114.045974827108)",1,,
7 ELEVEN FOOD STORE 15901,#34 4604 37 ST SW,FOOD SERVICE - PREMISES (NO SEATING),RUTLAND PARK,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.140009286801,51.0131833274433,"(51.0131833274433, -114.140009286801)",1,,
GOLDEN HILL CHINESE FOOD,#2 12 CASTLERIDGE DR NE,FOOD SERVICE - PREMISES (NO SEATING),CASTLERIDGE,RENEWAL LICENSED,12/07/2005 12:00:00 AM,-113.950003588797,51.1073952697145,"(51.1073952697145, -113.950003588797)",1,,
KIM CHI HOUSE,#111 303 CENTRE ST SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,01/27/2006 12:00:00 AM,-114.063146788722,51.0499992798455,"(51.0499992798455, -114.063146788722)",1,,
BENTO,5858 SIGNAL HILL CE SW,FOOD SERVICE - PREMISES (NO SEATING),SIGNAL HILL,RENEWAL LICENSED,06/03/2010 12:00:00 AM,-114.17433667154,51.0195324872452,"(51.0195324872452, -114.17433667154)",1,,
GOURMET CUP (THE),#191 755 LAKE BONAVISTA DR SE,FOOD SERVICE - PREMISES (NO SEATING),LAKE BONAVISTA,RENEWAL LICENSED,12/16/2004 12:00:00 AM,-114.047094600374,50.9422696848118,"(50.9422696848118, -114.047094600374)",1,,
ILLICHMANN SAUSAGE SHOP,1840 36 ST SE,FOOD SERVICE - PREMISES (NO SEATING),FOREST LAWN,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-113.981150823395,51.0364451256437,"(51.0364451256437, -113.981150823395)",1,,
UNCLE MOE'S DONAIRS,4524C EDMONTON TR NE,FOOD SERVICE - PREMISES (NO SEATING),GREENVIEW INDUSTRIAL PARK,RENEWAL LICENSED,10/18/2002 12:00:00 AM,-114.052802928258,51.0936047931617,"(51.0936047931617, -114.052802928258)",1,,
HAMID'S DONAIR KABOB AND COFFEE SHOP  PIZZA AND PIZZA,717 EDMONTON TR NE,FOOD SERVICE - PREMISES (NO SEATING),CRESCENT HEIGHTS,RENEWAL LICENSED,02/18/2015 12:00:00 AM,-114.054656583439,51.058567599428,"(51.058567599428, -114.054656583439)",1,,
WESTERN STYLE CHICKEN & PIZZA,#308 5320 8 AV SE,FOOD SERVICE - PREMISES (NO SEATING),PENBROOKE MEADOWS,RENEWAL LICENSED,10/24/2000 12:00:00 AM,-113.956733567258,51.0457174978763,"(51.0457174978763, -113.956733567258)",1,,
BAKE CHEF CO (THE),#299 402 COLLEGIATE BV NW,FOOD SERVICE - PREMISES (NO SEATING),UNIVERSITY HEIGHTS,RENEWAL LICENSED,05/05/2006 12:00:00 AM,-114.131715237588,51.0781825009678,"(51.0781825009678, -114.131715237588)",1,,
RAINBOW BAKERY,#135 328 CENTRE ST SE,FOOD SERVICE - PREMISES (NO SEATING),CHINATOWN,RENEWAL LICENSED,11/21/2005 12:00:00 AM,-114.06173560558,51.0495683812247,"(51.0495683812247, -114.06173560558)",1,,
JUGO JUICE,#200K 5111 NORTHLAND DR NW,FOOD SERVICE - PREMISES (NO SEATING),BRENTWOOD,RENEWAL LICENSED,04/09/2013 12:00:00 AM,-114.143984028969,51.0984472261554,"(51.0984472261554, -114.143984028969)",1,,
LANGS GROCERY,833 17 AV SW,FOOD SERVICE - PREMISES (NO SEATING),MOUNT ROYAL LOWER,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.081301346079,51.0376171427585,"(51.0376171427585, -114.081301346079)",1,,
VAN'S CAFE,#F3 2640 52 ST NE,FOOD SERVICE - PREMISES (NO SEATING),PINERIDGE,RENEWAL LICENSED,12/15/2014 12:00:00 AM,-113.956056055192,51.0756537498291,"(51.0756537498291, -113.956056055192)",1,,
MATRIOSHKA PIZZA & DELI,1610 14 ST SW,FOOD SERVICE - PREMISES (NO SEATING),BELTLINE,RENEWAL LICENSED,02/19/1998 12:00:00 AM,-114.09440146442,51.0382611890707,"(51.0382611890707, -114.09440146442)",1,,
SUBS 'N' BUBBLES LIMITED,#7 7204 FAIRMOUNT DR SE,FOOD SERVICE - PREMISES (NO SEATING),FAIRVIEW,RENEWAL LICENSED,12/05/2015 12:00:00 AM,-114.063386131077,50.9891790850297,"(50.9891790850297, -114.063386131077)",1,,
EAT AT WILL,#105 575 28 ST SE,FOOD SERVICE - PREMISES (NO SEATING),ALBERT PARK/RADISSON HEIGHTS,RENEWAL LICENSED,03/20/2015 12:00:00 AM,-113.989969056952,51.0473648041712,"(51.0473648041712, -113.989969056952)",1,,
GREAT PIZZA UNLIMITED,#33 4525 52 ST NE,FOOD SERVICE - PREMISES (NO SEATING),WHITEHORN,LICENSED,12/13/2016 12:00:00 AM,-113.959218543889,51.0919063127092,"(51.0919063127092, -113.959218543889)",1,,
BENTO,#100 20 HERITAGE MEADOWS WY SE,FOOD SERVICE - PREMISES (NO SEATING),EAST FAIRVIEW INDUSTRIAL,RENEWAL LICENSED,06/03/2010 12:00:00 AM,-114.041910465198,50.9864462352414,"(50.9864462352414, -114.041910465198)",1,,
BENTO SUSHI,#7048 2060 SYMONS VALLEY PY NW,FOOD SERVICE - PREMISES (NO SEATING),EVANSTON,RENEWAL LICENSED,11/27/2013 12:00:00 AM,-114.109691648235,51.1753540351997,"(51.1753540351997, -114.109691648235)",1,,
TIM HORTONS,2825 17 AV SE,FOOD SERVICE - PREMISES (NO SEATING),SOUTHVIEW,LICENSED,11/15/2016 12:00:00 AM,-113.992016877878,51.0373663403668,"(51.0373663403668, -113.992016877878)",1,,
FIT FOR LIFE CAFE,#248 220 4 AV SE,FOOD SERVICE - PREMISES (NO SEATING),CHINATOWN,LICENSED,12/12/2016 12:00:00 AM,-114.059010340581,51.0500181056324,"(51.0500181056324, -114.059010340581)",1,,
KENRON PHARMACY,#100 1620 29 ST NW,FOOD SERVICE - PREMISES (NO SEATING),ST. ANDREWS HEIGHTS,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.128189486978,51.0675874730788,"(51.0675874730788, -114.128189486978)",1,,
LITTLE CAESARS PIZZA,#58 7740 18 ST SE,FOOD SERVICE - PREMISES (NO SEATING),OGDEN,RENEWAL LICENSED,04/09/2008 12:00:00 AM,-114.014425738541,50.9840268471335,"(50.9840268471335, -114.014425738541)",1,,
FOODBYMARIA,#102 342 15 AV SW,FOOD SERVICE - PREMISES (NO SEATING),BELTLINE,LICENSED,03/21/2016 12:00:00 AM,-114.070949471339,51.039145329576,"(51.039145329576, -114.070949471339)",1,,
LITTLE CITY CHINESE FOOD,2017E CENTRE ST NW,FOOD SERVICE - PREMISES (NO SEATING),TUXEDO PARK,RENEWAL LICENSED,12/21/2006 12:00:00 AM,-114.063001853259,51.070395553399,"(51.070395553399, -114.063001853259)",1,,
CREPE DELICIOUS,#5105E 2000M AIRPORT RD NE,FOOD SERVICE - PREMISES (NO SEATING),CALGARY INTERNATIONAL AIRPORT,LICENSED,08/12/2016 12:00:00 AM,-114.006647468536,51.1289921492459,"(51.1289921492459, -114.006647468536)",1,,
SUPER CUP COFFEE SHOP,#103 2640 52 ST NE,FOOD SERVICE - PREMISES (NO SEATING),PINERIDGE,LICENSED,10/14/2016 12:00:00 AM,-113.956056055192,51.0756537498291,"(51.0756537498291, -113.956056055192)",1,,
SUBWAY SANDWICHES,2000 AIRPORT RD NE,FOOD SERVICE - PREMISES (NO SEATING),CALGARY INTERNATIONAL AIRPORT,RENEWAL LICENSED,01/23/2003 12:00:00 AM,-114.006647468536,51.1289921492459,"(51.1289921492459, -114.006647468536)",1,,
LITTLE CAESARS PIZZA,#208 66 SANDARAC DR NW,FOOD SERVICE - PREMISES (NO SEATING),SANDSTONE VALLEY,RENEWAL LICENSED,07/19/2011 12:00:00 AM,-114.099033792841,51.133610799037,"(51.133610799037, -114.099033792841)",1,,
PEKING ACUPUNCTURE & HERBS CENTRE,#1A 123 14 ST NW,FOOD SERVICE - PREMISES (NO SEATING),HILLHURST,RENEWAL LICENSED,01/17/1995 12:00:00 AM,-114.095021042813,51.053416337338,"(51.053416337338, -114.095021042813)",1,,
SHAWNESSY PIZZA AND BUTTERCHICKEN HOUSE,643 SHAWCLIFFE GA SW,FOOD SERVICE - PREMISES (NO SEATING),SHAWNESSY,LICENSED,11/15/2016 12:00:00 AM,-114.074684975604,50.911180168791,"(50.911180168791, -114.074684975604)",1,,
MCCAIG TOWER - ON THE GO - FOOTHILLS COMPLEX - 63057,3134 HOSPITAL DR NW,FOOD SERVICE - PREMISES (NO SEATING),ST. ANDREWS HEIGHTS,RENEWAL LICENSED,11/24/2015 12:00:00 AM,-114.13592565038,51.0653077289423,"(51.0653077289423, -114.13592565038)",1,,
KING'S CHINESE FOOD,1050 17 AV SW,FOOD SERVICE - PREMISES (NO SEATING),BELTLINE,RENEWAL LICENSED,12/09/2003 12:00:00 AM,-114.086376203591,51.0380772814978,"(51.0380772814978, -114.086376203591)",1,,
AFC SUSHI,#704 19369 SHERIFF KING ST SW,FOOD SERVICE - PREMISES (NO SEATING),SILVERADO,RENEWAL LICENSED,11/12/2012 12:00:00 AM,-114.073253325725,50.8794230730765,"(50.8794230730765, -114.073253325725)",1,,
VERONA PIZZA,#203K 401 9 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,LICENSED,03/17/2017 12:00:00 AM,-114.069562561001,51.0443087492828,"(51.0443087492828, -114.069562561001)",1,,
GRILL (THE),#238 555 SADDLEDOME RI SE,FOOD SERVICE - PREMISES (NO SEATING),BELTLINE,RENEWAL LICENSED,10/30/2003 12:00:00 AM,-114.051949120974,51.0374313688625,"(51.0374313688625, -114.051949120974)",1,,
JUGO JUICE,#225 240 4 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,04/13/2016 12:00:00 AM,-114.067093951592,51.0499296523936,"(51.0499296523936, -114.067093951592)",1,,
BRITANNIA PHARMACY,809 49 AV SW,FOOD SERVICE - PREMISES (NO SEATING),BRITANNIA,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.082291103318,51.0093527683027,"(51.0093527683027, -114.082291103318)",1,,
SUSHI DRAGON,1420 MERIDIAN RD NE,FOOD SERVICE - PREMISES (NO SEATING),MERIDIAN,LICENSED,01/25/2017 12:00:00 AM,-113.998532290571,51.0647216260475,"(51.0647216260475, -113.998532290571)",1,,
COFFEE COMPANY (THE),#296 402 COLLEGIATE BV NW,FOOD SERVICE - PREMISES (NO SEATING),UNIVERSITY HEIGHTS,RENEWAL LICENSED,03/28/1995 12:00:00 AM,-114.131715237588,51.0781825009678,"(51.0781825009678, -114.131715237588)",1,,
7 ELEVEN FOOD STORE #23037,#24 2936 RADCLIFFE DR SE,FOOD SERVICE - PREMISES (NO SEATING),ALBERT PARK/RADISSON HEIGHTS,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-113.989624742036,51.0472132522302,"(51.0472132522302, -113.989624742036)",1,,
CRAVE CUPCAKES,#106 318 ASPEN GLEN LD SW,FOOD SERVICE - PREMISES (NO SEATING),ASPEN WOODS,RENEWAL LICENSED,12/01/2009 12:00:00 AM,-114.20803772894,51.0392484250939,"(51.0392484250939, -114.20803772894)",1,,
JUGO JUICE,#270I 605 5 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,05/30/2014 12:00:00 AM,-114.074498993955,51.0484388927784,"(51.0484388927784, -114.074498993955)",1,,
SUSHI TOWN,#410 163 QUARRY PARK BV SE,FOOD SERVICE - PREMISES (NO SEATING),DOUGLASDALE/GLEN,RENEWAL LICENSED,02/17/2010 12:00:00 AM,-114.007875451841,50.9624551431906,"(50.9624551431906, -114.007875451841)",1,,
KORYO KOREAN BBQ,#1813 1632 14 AV NW,FOOD SERVICE - PREMISES (NO SEATING),HOUNSFIELD HEIGHTS/BRIAR HILL,RENEWAL LICENSED,05/23/2012 12:00:00 AM,-114.09987597665,51.0659243415046,"(51.0659243415046, -114.09987597665)",1,,
NEW YORK FRIES,#6L 3625 SHAGANAPPI TR NW,FOOD SERVICE - PREMISES (NO SEATING),VARSITY,RENEWAL LICENSED,11/07/1997 12:00:00 AM,-114.155408270939,51.0847250634681,"(51.0847250634681, -114.155408270939)",1,,
MANG PEDRO'S BAKERY & CATERING,#2 4068 OGDEN RD SE,FOOD SERVICE - PREMISES (NO SEATING),ALYTH/BONNYBROOK,RENEWAL LICENSED,12/12/2001 12:00:00 AM,-114.02323371492,51.0188386750215,"(51.0188386750215, -114.02323371492)",1,,
PURDY'S CHOCOLATES - SUNRIDGE MALL,#141 2525 36 ST NE,FOOD SERVICE - PREMISES (NO SEATING),SUNRIDGE,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-113.985683366276,51.0741886674399,"(51.0741886674399, -113.985683366276)",1,,
CHICAGO DEEP DISH PIZZA,#211 227 153 AV SE,FOOD SERVICE - PREMISES (NO SEATING),MIDNAPORE,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.063193871001,50.9154748452815,"(50.9154748452815, -114.063193871001)",1,,
KFC #1954,#102F 2525 36 ST NE,FOOD SERVICE - PREMISES (NO SEATING),SUNRIDGE,RENEWAL LICENSED,05/15/2012 12:00:00 AM,-113.985683366276,51.0741886674399,"(51.0741886674399, -113.985683366276)",1,,
GIFT BASKET BOUTIQUE (THE),1145A 44 AV SE,FOOD SERVICE - PREMISES (NO SEATING),HIGHFIELD,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.039387980446,51.0134630865704,"(51.0134630865704, -114.039387980446)",1,,
SUBWAY SANDWICHES & SALADS,6060 MEMORIAL DR NE,FOOD SERVICE - PREMISES (NO SEATING),MARLBOROUGH PARK,RENEWAL LICENSED,07/23/1998 12:00:00 AM,-113.94379001856,51.0529181368315,"(51.0529181368315, -113.94379001856)",1,,
BENTO,7020 4 ST NW,FOOD SERVICE - PREMISES (NO SEATING),HUNTINGTON HILLS,RENEWAL LICENSED,06/03/2010 12:00:00 AM,-114.069344237954,51.1157274768891,"(51.1157274768891, -114.069344237954)",1,,
DE MINICOS,#5 1319 45 AV NE,FOOD SERVICE - PREMISES (NO SEATING),MCCALL,RENEWAL LICENSED,06/09/2016 12:00:00 AM,-114.032346322626,51.0931137411268,"(51.0931137411268, -114.032346322626)",1,,
TIM HORTONS #1143,3840 MACLEOD TR SE,FOOD SERVICE - PREMISES (NO SEATING),MANCHESTER INDUSTRIAL,RENEWAL LICENSED,12/16/2013 12:00:00 AM,-114.061181201872,51.0200999738775,"(51.0200999738775, -114.061181201872)",1,,
BUN QUEEN BAKERY & DELI,#10 12 CASTLERIDGE DR NE,FOOD SERVICE - PREMISES (NO SEATING),CASTLERIDGE,RENEWAL LICENSED,11/24/2010 12:00:00 AM,-113.950003588797,51.1073952697145,"(51.1073952697145, -113.950003588797)",1,,
BENTO NOUVEAU,#300 555 STRATHCONA BV SW,FOOD SERVICE - PREMISES (NO SEATING),STRATHCONA PARK,RENEWAL LICENSED,06/08/2016 12:00:00 AM,-114.186954586476,51.0480764635009,"(51.0480764635009, -114.186954586476)",1,,
EUROPEAN BAKERY & DELI,#160 515 17 AV SW,FOOD SERVICE - PREMISES (NO SEATING),CLIFF BUNGALOW,RENEWAL LICENSED,03/03/2006 12:00:00 AM,-114.072309070229,51.0375751629269,"(51.0375751629269, -114.072309070229)",1,,
SAIGON DELI,#11 4527 8 AV SE,FOOD SERVICE - PREMISES (NO SEATING),FOREST LAWN,RENEWAL LICENSED,11/07/1997 12:00:00 AM,-113.969199909285,51.0443493017398,"(51.0443493017398, -113.969199909285)",1,,
ASIA SUBMARINE & FAST FOOD DELI,2857 17 AV SE,FOOD SERVICE - PREMISES (NO SEATING),SOUTHVIEW,RENEWAL LICENSED,10/08/2015 12:00:00 AM,-113.992016877878,51.0373663403668,"(51.0373663403668, -113.992016877878)",1,,
MEEZ FAST HOME CUISINE,#216 10816 MACLEOD TR SE,FOOD SERVICE - PREMISES (NO SEATING),WILLOW PARK,RENEWAL LICENSED,12/07/2009 12:00:00 AM,-114.069454477317,50.9565321342129,"(50.9565321342129, -114.069454477317)",1,,
CHOICES CAFE & JUICE BAR #9,#205 407 2 ST SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,06/04/2003 12:00:00 AM,-114.068122179839,51.0491909336433,"(51.0491909336433, -114.068122179839)",1,,
DOMINO'S PIZZA #10128,1053 CANYON MEADOWS DR SW,FOOD SERVICE - PREMISES (NO SEATING),CANYON MEADOWS,RENEWAL LICENSED,12/12/2014 12:00:00 AM,-114.083728470917,50.9386318595088,"(50.9386318595088, -114.083728470917)",1,,
PIZZA 73,#22 2439 54 AV SW,FOOD SERVICE - PREMISES (NO SEATING),NORTH GLENMORE PARK,RENEWAL LICENSED,06/18/2008 12:00:00 AM,-114.117293057423,51.0047016154196,"(51.0047016154196, -114.117293057423)",1,,
DIRTBELLY,#11HD 3625 SHAGANAPPI TR NW,FOOD SERVICE - PREMISES (NO SEATING),VARSITY,RENEWAL LICENSED,02/24/2016 12:00:00 AM,-114.155408270939,51.0847250634681,"(51.0847250634681, -114.155408270939)",1,,
LA PREP,#47 2000 AIRPORT RD NE,FOOD SERVICE - PREMISES (NO SEATING),CALGARY INTERNATIONAL AIRPORT,RENEWAL LICENSED,02/13/2007 12:00:00 AM,-114.006647468536,51.1289921492459,"(51.1289921492459, -114.006647468536)",1,,
EDO JAPAN,#4F 6455 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),MEADOWLARK PARK,RENEWAL LICENSED,10/01/2015 12:00:00 AM,-114.0738360896,50.9979758797472,"(50.9979758797472, -114.0738360896)",1,,
CHICKEN ON THE WAY,3235 17 AV SE,FOOD SERVICE - PREMISES (NO SEATING),SOUTHVIEW,RENEWAL LICENSED,12/12/2011 12:00:00 AM,-113.988758131555,51.0368641011714,"(51.0368641011714, -113.988758131555)",1,,
AFC SUSHI,#2000 150 MILLRISE BV SW,FOOD SERVICE - PREMISES (NO SEATING),MILLRISE,RENEWAL LICENSED,01/19/2015 12:00:00 AM,-114.072146119583,50.9153408026004,"(50.9153408026004, -114.072146119583)",1,,
IL CAFFE,#120 207 9 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,09/26/2014 12:00:00 AM,-114.066344295286,51.0443927456579,"(51.0443927456579, -114.066344295286)",1,,
THAI TAI,615C 17 AV SW,FOOD SERVICE - PREMISES (NO SEATING),CLIFF BUNGALOW,RENEWAL LICENSED,10/05/2004 12:00:00 AM,-114.075170015642,51.037590730531,"(51.037590730531, -114.075170015642)",1,,
MIMI INJERA,#16 1935 30 AV NE,FOOD SERVICE - PREMISES (NO SEATING),SOUTH AIRWAYS,RENEWAL LICENSED,11/27/2015 12:00:00 AM,-114.012502792092,51.0792776198417,"(51.0792776198417, -114.012502792092)",1,,
SIMPLY FOR LIFE NUTRITION,#122 11988 SYMONS VALLEY RD NW,FOOD SERVICE - PREMISES (NO SEATING),EVANSTON,RENEWAL LICENSED,10/01/2015 12:00:00 AM,-114.122242714234,51.1606966308442,"(51.1606966308442, -114.122242714234)",1,,
TROPICANA PIZZA,#103 4909 17 AV SE,FOOD SERVICE - PREMISES (NO SEATING),FOREST LAWN INDUSTRIAL,RENEWAL LICENSED,12/14/2015 12:00:00 AM,-113.963487564266,51.036716802393,"(51.036716802393, -113.963487564266)",1,,
SONIA'S SNACK BAR AND DELI,#127A 4935 40 AV NW,FOOD SERVICE - PREMISES (NO SEATING),VARSITY,RENEWAL LICENSED,11/02/2011 12:00:00 AM,-114.15798652784,51.087746984032,"(51.087746984032, -114.15798652784)",1,,
TOP IN TOWN PIZZA,#5 3250 60 ST NE,FOOD SERVICE - PREMISES (NO SEATING),PINERIDGE,LICENSED,12/04/2016 12:00:00 AM,-113.946227858891,51.0811111006499,"(51.0811111006499, -113.946227858891)",1,,
BREWED JUST RIGHT,#216 321 6 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,03/28/2011 12:00:00 AM,-114.068747548552,51.0473296585417,"(51.0473296585417, -114.068747548552)",1,,
KFC #1908,#11FC 100 ANDERSON RD SE,FOOD SERVICE - PREMISES (NO SEATING),WILLOW PARK,RENEWAL LICENSED,05/15/2012 12:00:00 AM,-114.066230364441,50.9526117047302,"(50.9526117047302, -114.066230364441)",1,,
FAIRVIEW BAKERY,#3 4511 GLENMORE TR SE,FOOD SERVICE - PREMISES (NO SEATING),SOUTH FOOTHILLS,RENEWAL LICENSED,05/13/2010 12:00:00 AM,-113.968467499847,50.9786395118249,"(50.9786395118249, -113.968467499847)",1,,
DOMINO'S PIZZA #10144,#4006 11300 TUSCANY BV NW,FOOD SERVICE - PREMISES (NO SEATING),TUSCANY,RENEWAL LICENSED,05/05/2009 12:00:00 AM,-114.24691618721,51.1242631151632,"(51.1242631151632, -114.24691618721)",1,,
JUGO JUICE AT SAIT,614 BOYCE CR NW,FOOD SERVICE - PREMISES (NO SEATING),HILLHURST,LICENSED,10/06/2016 12:00:00 AM,-114.090523594442,51.0632040369792,"(51.0632040369792, -114.090523594442)",1,,
WEST ISLAND COLLEGE,7410 BLACKFOOT TR SE,FOOD SERVICE - PREMISES (NO SEATING),FAIRVIEW INDUSTRIAL,RENEWAL LICENSED,11/02/1994 12:00:00 AM,-114.052160503959,50.9871948587998,"(50.9871948587998, -114.052160503959)",1,,
THAI EXPRESS,#118Z 4825 MOUNT ROYAL GA SW,FOOD SERVICE - PREMISES (NO SEATING),LINCOLN PARK,RENEWAL LICENSED,07/17/2008 12:00:00 AM,-114.132719767315,51.0126033546985,"(51.0126033546985, -114.132719767315)",1,,
CHACHI'S SANDWICH BAR,#1150 6455 MACLEOD TR SW,FOOD SERVICE - PREMISES (NO SEATING),MEADOWLARK PARK,RENEWAL LICENSED,09/01/2010 12:00:00 AM,-114.0738360896,50.9979758797472,"(50.9979758797472, -114.0738360896)",1,,
BAMBOO HOUSE CHINESE FOOD,#14 3304 64 ST NE,FOOD SERVICE - PREMISES (NO SEATING),TEMPLE,RENEWAL LICENSED,10/08/2009 12:00:00 AM,-113.940365825612,51.0820471429823,"(51.0820471429823, -113.940365825612)",1,,
ORCHID PASTRY,#9 6219 CENTRE ST NW,FOOD SERVICE - PREMISES (NO SEATING),THORNCLIFFE,RENEWAL LICENSED,02/02/2010 12:00:00 AM,-114.063549481773,51.1077311291371,"(51.1077311291371, -114.063549481773)",1,,
UNIMARKET,128 50 AV SE,FOOD SERVICE - PREMISES (NO SEATING),MANCHESTER INDUSTRIAL,RENEWAL LICENSED,05/10/2010 12:00:00 AM,-114.06323894682,51.0092846127946,"(51.0092846127946, -114.06323894682)",1,,
THAI EXPRESS,#14J 3625 SHAGANAPPI TR NW,FOOD SERVICE - PREMISES (NO SEATING),VARSITY,RENEWAL LICENSED,11/12/2012 12:00:00 AM,-114.155408270939,51.0847250634681,"(51.0847250634681, -114.155408270939)",1,,
JUGO JUICE,#260E 112 4 AV SW,FOOD SERVICE - PREMISES (NO SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,12/05/2008 12:00:00 AM,-114.063689973671,51.0498278252348,"(51.0498278252348, -114.063689973671)",1,,
PIZZA HUT,#20 5010 4 ST NE,FOOD SERVICE - PREMISES (NO SEATING),SKYLINE WEST,RENEWAL LICENSED,11/27/2009 12:00:00 AM,-114.052956791046,51.0968298398944,"(51.0968298398944, -114.052956791046)",1,,
GOLDEN LEAF CHINESE FOOD TAKE-OUT,#1 4655 37 ST SW,FOOD SERVICE - PREMISES (NO SEATING),GLAMORGAN,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.141646514319,51.0127432711203,"(51.0127432711203, -114.141646514319)",1,,
